THUMB,INDEX,MIDDLE,RING,LITTLE,LABEL
645,842,783,951,953,3
645,842,783,951,953,3
645,842,784,950,953,3
645,842,784,951,953,3
645,842,785,951,953,3
645,842,785,951,953,3
645,842,785,951,954,3
645,842,785,951,953,3
645,842,785,950,953,3
645,842,785,951,953,3
644,842,785,951,954,3
645,842,785,951,953,3
645,842,785,951,954,3
644,842,785,951,954,3
645,843,786,951,954,3
645,842,786,951,954,3
644,843,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,843,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,841,785,951,953,3
644,841,785,951,953,3
644,841,785,951,953,3
644,842,786,951,954,3
644,841,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,841,786,951,953,3
644,842,787,951,953,3
644,842,785,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,785,951,954,3
644,842,787,951,954,3
644,842,785,951,954,3
644,842,785,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,843,788,951,954,3
644,844,788,952,955,3
644,845,786,952,955,3
644,844,787,952,955,3
644,843,787,952,955,3
644,843,787,952,954,3
644,843,787,951,954,3
644,843,787,951,954,3
644,843,787,951,954,3
644,843,786,951,954,3
644,843,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,842,786,951,954,3
644,843,787,952,954,3
644,843,783,952,954,3
644,843,783,951,954,3
644,843,784,951,954,3
644,842,784,951,954,3
644,842,785,952,954,3
644,842,787,951,954,3
644,842,787,951,954,3
644,842,786,951,954,3
644,841,784,951,954,3
644,842,776,951,954,3
644,842,777,951,954,3
644,841,780,951,954,3
644,841,779,951,954,3
644,841,777,951,954,3
644,842,782,951,954,3
645,841,785,951,954,3
644,841,786,951,954,3
644,841,786,951,953,3
644,841,788,951,953,3
644,841,788,951,954,3
644,841,788,951,953,3
644,841,786,951,953,3
644,840,784,951,953,3
644,840,784,951,953,3
644,841,783,951,953,3
644,841,783,951,953,3
644,841,785,951,953,3
644,841,784,951,953,3
644,841,784,951,953,3
644,840,783,951,953,3
644,840,783,951,954,3
644,840,784,951,953,3
644,840,783,951,953,3
644,840,783,951,953,3
644,840,783,951,953,3
644,840,783,951,953,3
644,840,782,951,953,3
644,840,784,951,953,3
644,840,782,951,953,3
644,840,784,951,953,3
644,840,783,951,953,3
644,840,783,951,953,3
644,840,784,951,953,3
644,839,784,951,953,3
644,839,784,951,953,3
644,839,783,952,953,3
644,839,783,952,953,3
644,839,783,952,953,3
644,839,783,952,953,3
644,839,783,952,953,3
644,839,783,952,953,3
644,839,782,951,953,3
644,839,783,952,953,3
643,839,783,952,953,3
644,839,783,951,953,3
644,839,783,952,953,3
644,839,783,951,953,3
644,839,783,951,953,3
644,839,783,951,953,3
644,839,783,951,953,3
644,839,783,951,953,3
644,839,783,951,953,3
644,839,783,951,953,3
644,839,783,951,953,3
644,839,782,951,953,3
644,839,782,951,953,3
644,839,782,951,953,3
644,839,782,951,953,3
644,839,783,951,953,3
644,839,784,951,953,3
644,839,783,951,953,3
644,838,783,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,781,951,953,3
644,838,783,951,952,3
644,838,783,951,953,3
644,838,783,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
644,838,780,951,953,3
644,838,783,951,953,3
644,838,783,951,953,3
644,838,782,951,953,3
644,838,782,951,953,3
